          1          2         43         42 
          2          3         44         43 
          3          4         45         44 
          4          5         46         45 
          5          6         47         46 
          6          7         48         47 
          7          8         49         48 
          8          9         50         49 
          9         10         51         50 
         10         11         52         51 
         11         12         53         52 
         12         13         54         53 
         13         14         55         54 
         14         15         56         55 
         15         16         57         56 
         16         17         58         57 
         17         18         59         58 
         18         19         60         59 
         19         20         61         60 
         20         21         62         61 
         21         22         63         62 
         22         23         64         63 
         23         24         65         64 
         24         25         66         65 
         25         26         67         66 
         26         27         68         67 
         27         28         69         68 
         28         29         70         69 
         29         30         71         70 
         30         31         72         71 
         31         32         73         72 
         32         33         74         73 
         33         34         75         74 
         34         35         76         75 
         35         36         77         76 
         36         37         78         77 
         37         38         79         78 
         38         39         80         79 
         39         40         81         80 
         40         41         82         81 
         42         43         84         83 
         43         44         85         84 
         44         45         86         85 
         45         46         87         86 
         46         47         88         87 
         47         48         89         88 
         48         49         90         89 
         49         50         91         90 
         50         51         92         91 
         51         52         93         92 
         52         53         94         93 
         53         54         95         94 
         54         55         96         95 
         55         56         97         96 
         56         57         98         97 
         57         58         99         98 
         58         59        100         99 
         59         60        101        100 
         60         61        102        101 
         61         62        103        102 
         62         63        104        103 
         63         64        105        104 
         64         65        106        105 
         65         66        107        106 
         66         67        108        107 
         67         68        109        108 
         68         69        110        109 
         69         70        111        110 
         70         71        112        111 
         71         72        113        112 
         72         73        114        113 
         73         74        115        114 
         74         75        116        115 
         75         76        117        116 
         76         77        118        117 
         77         78        119        118 
         78         79        120        119 
         79         80        121        120 
         80         81        122        121 
         81         82        123        122 
